SameField,SameRegion,SameRace,SharedInterest,match
0,1,0,0.603467502109905,0
1,1,0,0.5936271131936621,0
1,1,1,0.6547520550448034,0
1,1,0,0.6071970848900934,0
1,1,0,0.6897370316073925,0
1,1,0,0.7260723547321243,0
0,1,0,0.7430992330186029,0
1,1,0,0.5210774416554137,0
1,1,0,0.7338547061551512,0
1,0,0,0.38069146708696777,0
0,1,1,0.6410406773349995,0
0,0,1,0.6674377289516857,0
0,0,1,0.8354589399017089,0
1,0,1,0.4724094669238679,0
1,1,1,0.630257734356568,1
0,1,1,0.49431483401191645,0
1,1,1,0.7186363426658773,0
1,1,1,0.6856674986017357,0
1,0,0,0.2048938026797792,0
0,1,0,0.5026855184831999,1
0,0,0,0.6315061542612093,0
0,0,0,0.8196101509407618,0
1,0,0,0.5435668222678987,0
1,1,0,0.6158273733935922,0
0,1,0,0.5990780076655198,0
1,1,0,0.5760678466699427,0
1,1,0,0.6918898262711095,0
1,0,1,0.38512307200476087,0
0,1,0,0.5748828291513968,0
0,0,0,0.7725027921527178,0
0,0,0,0.7035892617432351,0
1,0,0,0.7357102844388346,0
1,1,1,0.5928055488782633,0
0,1,1,0.7773389040889782,0
1,1,1,0.6580321868209128,0
1,1,1,0.540375997149284,0
1,0,0,0.6655297334176348,0
0,1,0,0.49939966064030444,0
0,0,0,0.4053892931262193,0
0,0,0,0.7655021292571271,1
1,0,0,0.5146976748706521,0
0,1,1,0.6670222436976146,0
0,1,1,0.6157245203081075,1
0,1,1,0.6193677574595079,0
0,1,1,0.7475770453127335,0
0,0,0,0.408063301930378,0
0,1,0,0.6059558694081434,0
0,0,0,0.6270528880837584,0
1,0,0,0.907334284040934,1
0,0,0,0.5442568416239386,0
1,1,1,0.5738154316435117,0
0,1,1,0.7697033673834994,0
1,1,1,0.7717164617353095,1
1,1,1,0.6850427838165435,0
1,0,0,0.5360819353491914,0
0,1,0,0.5196000874396439,0
0,0,0,0.6103172550601259,0
0,0,0,0.777098373034705,0
1,0,0,0.6388151333891108,0
0,1,0,0.7109764309627232,0
1,1,0,0.5559963660124292,0
0,1,0,0.5251757774676897,0
0,1,0,0.6174867120401897,0
0,0,1,0.3707312649593205,0
1,1,0,0.7074578088506137,0
1,0,0,0.6019377467629243,0
0,0,0,0.445564145723279,1
0,0,0,0.7124459867222489,0
0,1,0,0.7629430233195967,1
1,1,0,0.5308245025337629,0
0,1,0,0.5481183032895598,0
0,1,0,0.598702277895656,0
0,0,1,0.4048234667543889,0
1,1,0,0.6145860666534199,1
1,0,0,0.6199196894017419,0
0,0,0,0.8846259759794547,1
0,0,0,0.5252413086077428,0
1,0,0,0.6246388699460353,1
0,0,0,0.5774188925976931,0
1,0,0,0.8644215725010033,0
1,0,0,0.6338702259085937,1
1,0,0,0.500288940117876,0
0,0,0,0.558151944686486,1
0,1,0,0.6133199595110334,0
0,0,0,0.8280666081329311,1
1,0,0,0.7000909017469261,1
0,0,0,0.720247778032556,0
0,1,1,0.6953442163109833,1
0,0,0,0.6213609072400773,0
0,1,0,0.7091955128527245,0
0,1,0,0.5302773955649273,0
0,1,0,0.8571933885014624,0
0,1,0,0.5191466633214163,0
0,0,0,0.7542305793019537,0
0,0,0,0.6289572486994309,0
0,0,0,0.5524459505494493,0
0,1,0,0.4524440602954542,0
0,0,0,0.7747651832479566,0
0,0,0,0.5199356122735275,0
0,0,0,0.5079855954479006,0
1,0,0,0.6926909132652633,0
0,1,0,0.7184151575509914,0
0,1,0,0.6202828625313975,0
0,0,0,0.6410443589964789,0
0,1,0,0.48649465233617645,1
1,1,0,0.648709406085884,0
0,1,1,0.7913491565167878,0
1,0,0,0.7453662914887672,0
1,0,0,0.7185476661044333,1
0,0,0,0.5945110801189201,0
1,0,0,0.8103254604334823,0
1,0,0,0.619944614185542,0
0,0,0,0.8602160148480096,0
1,0,0,0.6716376164863036,0
1,0,0,0.7728691507056462,0
1,0,0,0.6764166266376751,0
0,0,0,0.4359688964463417,0
0,0,1,0.3334197686503029,0
0,0,0,0.875935255571589,0
0,0,0,0.4790246431570165,1
1,0,0,0.5245599415425648,0
0,0,1,0.5933582761620549,0
1,0,0,0.6898800137459569,0
0,0,1,0.626792785289615,0
1,0,0,0.6855006834032354,0
1,0,1,0.5915106026476258,0
0,0,0,0.5731972980923948,0
0,0,0,0.7451478996744197,0
1,0,1,0.7835690843101905,0
1,1,0,0.6650626482985397,0
0,0,1,0.6733797279006319,0
1,1,1,0.7216557980624552,0
1,1,1,0.5723998742544615,0
0,1,1,0.7885578883142772,0
1,1,1,0.6764516619094226,0
1,0,1,0.7176424850989961,0
1,0,1,0.7487439148822103,0
0,0,0,0.31476113029881403,0
0,1,0,0.45508457758766785,0
0,0,1,0.8736300159054993,0
0,0,0,0.38115453940925637,0
1,0,1,0.5615638640913283,0
0,0,0,0.6505259454212198,0
1,1,1,0.6635122045133595,0
0,1,0,0.5914254999465871,0
1,0,1,0.6827893587863763,0
1,1,0,0.5342271796910003,0
0,1,0,0.549214464284585,0
0,1,0,0.5893083774226868,0
1,0,0,0.6593941782658346,0
1,1,0,0.5862402678038413,0
0,0,0,0.5549625089570593,0
1,1,0,0.6778981610526781,0
1,1,0,0.6295290290014949,0
0,1,0,0.6150880421789098,0
1,1,0,0.4839818685202552,0
1,0,0,0.6360903272973285,0
1,0,0,0.4429778772967577,0
0,0,0,0.7794014284756378,0
0,1,1,0.3826207703864625,0
0,0,0,0.6709678449527471,0
0,0,0,0.3540660341072501,0
1,0,0,0.24304758106650487,0
0,0,1,0.44921932859271063,0
1,1,0,0.596937133489176,0
0,1,1,0.5047022826990943,0
1,0,0,0.6561737618886061,0
1,1,1,0.6694789564065822,0
0,1,0,0.5634747678627261,0
0,1,0,0.7702446128529729,0
0,0,0,0.8026032587295322,0
0,0,0,0.7716870296087137,0
0,0,0,0.47032509964662633,0
0,0,0,0.541368424430161,0
0,0,0,0.4243873439950604,0
0,0,0,0.7339330265412006,0
0,0,0,0.5418744028134632,1
0,0,0,0.6369278388355463,0
0,0,0,0.46396352730029455,0
0,0,0,0.502363779245278,1
0,0,1,0.2013020916027184,0
0,0,0,0.7317995687801724,0
0,0,0,0.5777813053546115,0
0,0,0,0.43054526384172015,0
0,0,1,0.7495657048224622,0
0,0,0,0.49031253185216717,0
0,0,1,0.5386681409522703,1
0,0,0,0.5898452822291822,0
0,0,1,0.4363384740794626,0
0,0,0,0.5275112479489933,0
0,0,0,0.5856260409382472,0
1,0,1,0.7649202467183752,0
1,1,0,0.7315047935406267,0
0,0,1,0.792901317420898,0
1,1,1,0.7899630076780569,0
1,1,1,0.7085560416620377,0
0,1,1,0.798150598904926,0
1,1,1,0.5733683706364894,0
1,0,1,0.8171373705519271,0
1,0,1,0.8748166274035228,0
0,0,0,0.3540634270591618,0
0,1,0,0.6193919097759213,0
0,0,1,0.8689428942800985,0
0,0,0,0.6568456001325306,0
1,0,1,0.7250615849611243,0
0,0,0,0.6435617960994584,0
1,1,1,0.7256535101398864,0
0,1,0,0.6403749833805188,0
1,0,1,0.8585353911692335,0
1,1,0,0.6103120523205616,0
0,1,0,0.6157449227825958,0
0,1,0,0.5427314225673991,0
1,0,0,0.6310495770974321,0
1,1,0,0.5312813586180869,0
0,0,0,0.6269835610554179,0
1,1,0,0.5947383111941751,1
1,1,0,0.8163647933327589,1
0,1,0,0.640984921079385,0
1,1,0,0.7069163192698613,0
1,0,0,0.7365790996683983,1
1,0,0,0.5880706351410209,0
0,0,0,0.6327055936182857,1
0,1,0,0.7347834560886644,1
0,0,0,0.6476463042598721,1
0,0,1,0.39779169530662767,0
1,0,0,0.5601307364625212,0
0,0,0,0.5337057627926203,0
1,1,0,0.7997222512438626,0
0,1,0,0.7478112017887744,0
1,0,0,0.6656797909141849,0
1,1,0,0.7406078137058025,0
0,1,0,0.7184688232480934,1
0,1,0,0.625258594759668,0
1,0,1,0.6909657298846277,0
1,1,0,0.596050449309518,0
0,0,1,0.7810783665172515,0
1,1,1,0.8474393120797011,0
1,1,1,0.6148311970031698,1
0,1,1,0.7520144737568184,0
1,1,1,0.7406923097226975,0
1,0,1,0.752863260228795,0
1,0,1,0.5822382824588729,0
0,0,0,0.5445386447248115,0
0,1,0,0.5578437743169985,0
0,0,1,0.8110789536003514,0
0,0,0,0.2929947396310897,0
1,0,1,0.4447038551067109,0
0,0,0,0.5209148275440705,0
1,1,1,0.7218754305045443,0
0,1,0,0.5585854760666373,0
1,0,1,0.7672963409002849,0
1,1,0,0.721817166857001,0
0,1,0,0.642312273782987,0
0,1,0,0.6586388957070696,0
1,0,0,0.7895350228782956,0
1,1,0,0.7227279102507671,0
0,0,0,0.653760959383274,0
1,1,0,0.7297851085582759,1
1,1,0,0.7239619061501292,1
0,1,0,0.7408910733496961,0
1,1,0,0.6920056713093772,0
1,0,0,0.8314311946608681,1
1,0,0,0.5993694444831941,0
0,0,0,0.7346133672237876,1
0,1,1,0.5810136996027556,0
0,0,0,0.797004485407731,0
0,0,0,0.3897335806717917,1
1,0,0,0.45694447860830234,0
0,0,1,0.6135419889969422,0
1,1,0,0.8471059046993088,0
0,1,1,0.801741015383011,0
1,0,0,0.848159142824649,0
1,1,1,0.7601117140676,1
0,1,0,0.6923723977932711,0
0,1,0,0.7586136400655826,0
1,0,0,0.671203073815217,0
1,1,0,0.6896952965750046,0
0,0,0,0.7572465967594908,1
1,1,0,0.8411373096294557,1
1,1,0,0.5720079882912746,1
0,1,0,0.8014528539485263,0
1,1,0,0.5027352706873619,0
1,0,0,0.8075005499218967,1
1,0,0,0.7044801392802764,0
0,0,0,0.5249156618404546,0
0,1,1,0.5348128878485701,0
0,0,0,0.7147217548636594,0
0,0,0,0.5331077563770737,0
1,0,0,0.6033313442423835,0
0,0,1,0.5428049545622051,0
1,1,0,0.7830575483448565,0
0,1,1,0.5881656741260447,0
1,0,0,0.7569053313562715,0
1,1,1,0.6522264019753601,1
0,1,0,0.6340702041326075,0
0,1,0,0.8027852795601234,0
1,0,1,0.6361322031856755,0
1,0,0,0.5254992148383638,0
0,1,1,0.5514596966869802,0
1,0,1,0.7288697789253756,0
1,0,1,0.8173355179154165,0
0,0,1,0.6520888014908666,0
1,0,1,0.748349282173459,0
1,1,1,0.7407200265115984,0
1,1,1,0.5637401222936925,0
0,1,0,0.7803027699011227,0
0,0,0,0.7105330632456444,0
0,0,1,0.6759405582696009,0
0,0,0,0.43017570125914867,0
1,1,1,0.4354550584929231,0
0,0,0,0.43293537831626294,0
1,0,1,0.8259354276970088,0
0,0,0,0.7848626545293217,0
1,0,1,0.7809662372063582,0
1,0,0,0.8287513745616979,0
0,0,0,0.7818903999823551,0
0,0,0,0.7204400702969216,0
1,0,0,0.6748714652782885,0
1,1,0,0.862008862224658,1
0,0,0,0.6176967040905823,0
1,1,0,0.5875460119727565,0
1,1,0,0.45156971804184814,0
0,1,0,0.7218947234542441,0
1,1,0,0.4552047954278003,0
1,0,0,0.6897676477875407,0
1,0,0,0.8020180824842784,0
0,0,1,0.30036813812792507,1
0,1,0,0.37526701912144245,0
0,0,0,0.8299871079086383,0
0,0,0,0.6251715453075131,0
1,0,0,0.632067852114817,0
0,0,0,0.7851544075930083,0
1,1,0,0.5703785424295182,1
0,1,0,0.5691463014389873,1
1,0,0,0.65298066446594,1
1,1,0,0.3958344635956085,0
0,1,1,0.39961653912531103,1
0,1,0,0.57474425760454,0
0,0,1,0.6985201183475469,0
0,1,0,0.5444906456510005,1
0,0,1,0.63861623218223,0
0,1,1,0.8099813431857548,0
0,1,1,0.7781287952338026,0
0,1,1,0.8245580093629334,0
0,1,1,0.8770950071225869,1
0,0,1,0.7936505487261656,1
0,0,1,0.5431685010042747,0
0,0,0,0.5831424178839215,1
0,1,0,0.5340963575982937,0
0,0,1,0.8089641226002038,0
0,0,0,0.3854479785764225,0
0,0,1,0.56212262509335,0
0,0,0,0.5182634433680415,0
0,1,1,0.7352497708182049,0
0,1,0,0.7122132987244625,0
0,0,1,0.6909071752763422,0
0,1,0,0.7312226822845735,0
0,1,0,0.7608957357888845,0
0,1,0,0.6273088015127876,0
0,0,1,0.6570203800030616,0
0,1,0,0.7212630461956234,0
0,0,1,0.5677128681887578,0
0,1,1,0.7864668034703914,0
0,1,1,0.6751372566975498,0
0,1,1,0.6538102184197777,0
0,1,1,0.6143386635688924,0
0,0,1,0.7496409377600656,0
0,0,1,0.5910181431357465,1
0,0,0,0.6817355330319507,0
0,1,0,0.3991929440815906,0
0,0,1,0.640980890705549,0
0,0,0,0.47178876188427143,0
0,0,1,0.42538205653558125,0
1,0,0,0.5355667015525125,0
0,1,1,0.7013118834474379,0
0,1,0,0.6241047555353467,0
0,0,1,0.7389304881703344,0
0,1,0,0.7102561244275539,0
1,1,0,0.5927910461552828,0
0,1,0,0.8795597673912294,0
1,0,1,0.7490639040142676,0
1,1,0,0.5186513632841585,0
0,0,1,0.6637144380802843,0
1,1,1,0.7368255775356923,0
1,1,1,0.7614594668424728,0
0,1,1,0.7459273005466254,0
1,1,1,0.5698628758030678,0
1,0,1,0.7459719416354876,0
1,0,1,0.8483873017579124,0
0,0,0,0.4591560052659487,0
0,1,0,0.5941948709751999,0
0,0,1,0.7934190694554504,0
0,0,0,0.5101447499709236,0
1,0,1,0.6333719303332251,0
0,0,0,0.5087360335106501,0
1,1,1,0.6840971220981963,1
0,1,0,0.6055108994452604,1
1,0,1,0.6834225882111254,0
1,1,0,0.6203458840622229,1
0,1,0,0.7038053417435026,1
0,1,0,0.5989817526788133,0
1,0,0,0.5340002886567372,0
1,0,0,0.5226083651479284,0
0,0,0,0.23909792297502513,0
1,0,0,0.4759543165455361,0
1,0,0,0.2972269030738127,0
0,0,0,0.5220648338153396,0
1,0,0,0.44343584965910304,0
1,0,0,0.3771566850347411,0
1,0,0,0.26450101335927345,0
0,0,0,0.554256767523015,0
0,0,1,0.23190073032175396,0
0,0,0,0.4561066324837684,0
0,0,0,0.5700684974657579,0
1,0,0,0.19773684267698421,0
0,0,1,0.4677274302436687,0
1,0,0,0.42441378165053995,0
0,0,1,0.4418404532209493,0
1,0,0,0.3255015349562296,0
1,0,1,0.5157972798715541,0
0,0,0,0.5110278665426433,0
0,0,0,0.6603267171009743,0
0,0,0,0.43080420518559537,1
0,1,1,0.3854137038421886,1
0,0,0,0.6090933566696931,0
0,1,0,0.5598553094505235,1
0,1,0,0.7563463500057743,1
0,1,0,0.5253961468189554,0
0,1,0,0.8221222635912111,1
0,0,0,0.6801232546595011,0
0,0,0,0.4639606533392878,0
0,0,0,0.7893592052216105,0
0,1,0,0.8383944846805124,0
0,0,0,0.5221815365665083,0
0,0,0,0.3263130491432579,0
0,0,0,0.517224250932297,0
0,0,0,0.490716438010444,0
0,1,0,0.79356907250553,1
0,1,0,0.7553179727786814,1
0,0,0,0.6129962597610756,1
0,1,0,0.7142295155660787,0
0,1,0,0.7333178189532294,1
0,1,1,0.5793064573519385,1
1,0,1,0.7406609414581578,0
1,1,0,0.7374411708277213,1
0,0,1,0.7622681663838758,0
1,1,1,0.8670285521731906,0
1,1,1,0.7863234073124998,0
0,1,1,0.8410868569080721,0
1,1,1,0.6477178184477095,1
1,0,1,0.83540882161212,0
1,0,1,0.643322392946589,0
0,0,0,0.515164672549728,0
0,1,0,0.5471867797375507,1
0,0,1,0.8213222636438886,0
0,0,0,0.5898016504143115,0
1,0,1,0.6121087495867789,0
0,0,0,0.5955313487593156,0
1,1,1,0.7442925811148848,1
0,1,0,0.6699759116701901,1
1,0,1,0.8471479433587324,0
1,1,0,0.7057134169191485,1
0,1,0,0.6654384856390607,0
0,1,0,0.6807866974220609,0
1,0,0,0.6970306948111908,0
1,1,0,0.5485006806844398,0
0,0,0,0.7527327705397004,0
1,1,0,0.8320190241700764,1
1,1,0,0.7740508498082906,0
0,1,0,0.8506543812103861,0
1,1,0,0.6252082168824504,1
1,0,0,0.781956801974071,1
1,0,0,0.6352715333695629,1
0,0,0,0.5564337141131092,1
0,1,1,0.7404681437027475,0
0,0,0,0.8060278402023187,0
0,0,0,0.4523912322594168,0
1,0,0,0.5416006496880199,0
0,0,1,0.4896150721842781,0
1,1,0,0.8584872419839946,0
0,1,1,0.7093175800619618,0
1,0,0,0.7865583954098637,0
1,1,1,0.7171987988084219,0
0,1,0,0.7456393387031222,0
0,1,0,0.7056152106685203,0
0,0,1,0.7234873177533374,0
0,1,0,0.6111377574311508,0
0,0,1,0.644985192942039,0
0,1,1,0.8006592757173112,0
0,1,1,0.6499954973302263,0
0,1,1,0.6890913768499957,0
0,1,1,0.5056047656284658,0
0,0,1,0.6778393534563555,0
0,0,1,0.504702999006908,0
0,0,0,0.5721583556885221,1
0,1,0,0.287850528871313,0
0,0,1,0.7150279471789749,0
0,0,0,0.4097288125909171,0
0,0,1,0.3612848076372921,0
0,0,0,0.3923522481925134,0
0,1,1,0.5749536793111253,0
0,1,0,0.42772278368452893,0
0,0,1,0.6935358205733572,0
0,1,0,0.7024702618719173,0
0,1,0,0.5120812126971397,0
0,1,0,0.7248498569759199,1
0,0,1,0.7071160634291725,0
0,1,0,0.7921355690845546,0
0,0,1,0.6317605399432201,0
0,1,1,0.7174955845689872,0
0,1,1,0.438496555710677,0
0,1,1,0.6314298121990026,0
0,1,1,0.5228173622085632,0
0,0,1,0.6149968819215361,0
0,0,1,0.5487358127606684,0
0,0,0,0.4951463511580838,0
0,1,0,0.3087572043966136,0
0,0,1,0.6690016927001496,0
0,0,0,0.46957872856630684,0
0,0,1,0.3352904401325679,0
0,0,0,0.6992035506397469,0
0,1,1,0.4823184960549903,0
0,1,0,0.3789411151969124,0
0,0,1,0.7306039422433583,0
0,1,0,0.4905788159211082,0
0,1,0,0.469464854075558,0
0,1,0,0.7180708285501838,0
1,1,1,0.5210779731836993,0
1,1,0,0.7406290339183227,0
0,1,0,0.6198535862062633,0
0,1,1,0.47980659019091076,0
0,1,0,0.6126192507896384,0
0,1,0,0.6492132172925692,0
0,0,0,0.6106183820320759,0
0,1,0,0.7589126673050388,0
0,1,0,0.6264745447557891,1
0,0,0,0.7591431424254111,0
0,1,0,0.3834319494741504,0
1,1,0,0.3342046847241026,0
1,1,0,0.6421365557617985,0
0,1,0,0.7787649497038386,0
1,1,0,0.7132025083422661,0
1,1,1,0.573881184615125,0
0,1,1,0.5579928218405531,0
0,1,0,0.5985310389732524,0
0,1,1,0.6007161282393891,0
0,1,1,0.545623422976091,0
0,0,0,0.7190617704749117,0
0,1,1,0.5458552720999587,0
0,1,1,0.5162279993704528,0
0,0,1,0.5671363030384964,0
0,1,0,0.5112044414689951,0
1,1,1,0.4743200827158225,0
1,1,1,0.6440321143781089,0
0,1,1,0.6052607699850712,0
1,1,0,0.5032875390677026,0
1,1,1,0.750501007904506,0
0,1,1,0.7665708358232091,0
0,1,0,0.33193876339570083,0
0,1,1,0.4789816060251052,0
0,1,1,0.5385155600001781,0
0,0,0,0.5573761891656804,0
0,1,1,0.6309886332361965,0
0,1,1,0.6056679620351956,1
0,0,1,0.5678311924554681,1
0,1,0,0.4340080678469737,0
1,1,1,0.42017061915509135,1
1,1,1,0.43775741112953936,0
0,1,1,0.5751982490969394,0
1,1,0,0.6925116738708781,1
1,1,1,0.7657205104735745,0
0,1,1,0.7864311467430187,1
0,1,0,0.4664510523656006,0
0,1,1,0.5879023274817186,0
0,1,1,0.4583401343889025,0
0,0,0,0.7257293374070676,0
0,1,1,0.6774341043905996,0
0,1,1,0.6113129195200949,1
0,0,1,0.7296419147279857,0
0,1,0,0.5138477927351749,0
1,1,1,0.3383696561021401,1
1,1,1,0.7381823568258223,0
0,1,1,0.6489596762944714,0
0,1,0,0.652727690093658,0
0,1,1,0.7958800976076403,0
0,1,1,0.7330016373903097,0
0,1,0,0.5006505129828563,0
1,1,1,0.5924129527563432,0
0,1,1,0.48493060808920396,0
0,0,0,0.6703062965641492,0
0,1,1,0.717212415079401,0
0,1,1,0.5947722600092172,0
0,0,1,0.7026031795665567,0
0,1,0,0.4651867461734785,0
0,1,1,0.3687638581711899,0
0,1,1,0.615114720622084,0
0,1,1,0.628456475902821,0
0,1,1,0.524174484851296,0
0,1,0,0.8920528558183933,0
0,1,0,0.6841977039101221,0
0,1,1,0.413106678134621,0
1,1,0,0.7492532010011108,0
0,1,0,0.6789632436221822,0
0,0,0,0.5783182956992469,0
0,1,0,0.8926349706196455,0
0,1,0,0.8227935803644183,1
0,0,0,0.8310299833688493,0
0,1,0,0.6681604343217615,0
0,1,0,0.46738806549044176,0
0,1,0,0.7978067237775792,0
0,1,0,0.8130305956432367,0
1,1,0,0.6222386259145304,0
1,1,1,0.8812789458625971,0
0,1,1,0.5870110084775658,0
0,1,0,0.5955996173420084,0
0,1,1,0.8130453439199565,0
0,1,1,0.6804633717848119,0
0,0,0,0.5972093998552831,0
0,1,1,0.8985711896200912,0
0,1,1,0.8059778001506678,1
0,0,1,0.9107413239511244,0
0,1,0,0.5664993970748664,0
1,1,1,0.5309514992547805,1
1,1,1,0.8382353903014766,0
0,1,1,0.8600984334040813,0
1,1,0,0.6444319749277807,0
1,1,1,0.7621328620053233,1
0,1,1,0.618168230104896,0
0,1,0,0.5858595216564518,1
0,1,1,0.5939304545588104,0
0,1,1,0.5723697503307388,0
0,0,0,0.7519305532768352,0
0,1,1,0.720744476485492,0
0,1,1,0.5980834582148071,0
0,0,1,0.7747370027515224,0
0,1,0,0.5655678324459085,0
1,1,1,0.42515702469586913,0
1,1,1,0.7634744529292044,0
0,1,1,0.732076317454706,0
1,1,0,0.39304629390256374,0
1,1,1,0.3951150019651542,0
0,1,1,0.23646389592359845,0
0,1,0,0.6145618540052524,0
0,1,1,0.4986655100028067,0
0,1,1,0.7991232901632924,0
0,0,0,0.5501208060621767,0
0,1,1,0.4693215507408308,0
0,1,1,0.5917897107204315,0
0,0,1,0.5894596862833222,0
0,1,0,0.5733859799224642,0
1,1,1,0.6971213356472004,0
1,1,1,0.36368375915826023,0
0,1,1,0.6768796947869257,0
1,1,0,0.7128779446275663,0
1,1,1,0.8213812045391014,0
0,1,1,0.6274175495930989,0
0,1,0,0.6937566277787612,0
0,1,1,0.8151713934313034,0
0,1,1,0.6614948460075335,1
0,0,0,0.6806537948918421,0
0,1,1,0.8135776133677952,0
0,1,1,0.7878297339957887,0
0,0,1,0.8088631589028574,0
0,1,0,0.6153149423270985,0
1,1,1,0.5628489372168399,0
1,1,1,0.9077133743951971,0
0,1,1,0.7942326384128648,0
1,1,0,0.5455601042004338,0
1,1,1,0.6207656764274889,0
0,1,1,0.49743501091960723,0
0,1,0,0.6565498083984873,0
0,1,1,0.48841680973579166,0
0,1,1,0.5590898996632646,0
0,0,0,0.8255152382605008,0
0,1,1,0.6990176849472854,0
0,1,1,0.606451200574306,0
0,0,1,0.7377034128092677,1
0,1,0,0.6416507797918454,0
1,1,1,0.34764993114895537,0
1,1,1,0.6919691831960938,0
0,1,1,0.6852938025440652,0
1,0,1,0.5927086017092145,0
1,0,0,0.6963386278170453,1
0,0,0,0.5758960444209137,0
0,0,1,0.516661243284047,0
0,0,0,0.5141271172618145,0
0,0,0,0.5797605691342271,0
0,0,0,0.7968444756835205,0
0,0,0,0.7344464696639004,1
0,0,0,0.6323795658210443,0
0,0,0,0.6964176616066611,0
0,0,0,0.6672666795165813,0
1,0,0,0.36093215003605195,0
1,0,0,0.6975646459236498,0
0,0,0,0.6822868551407485,0
1,0,1,0.6991327394423459,0
1,0,0,0.43762885135684637,0
0,0,0,0.5783574859520232,0
0,0,1,0.4966632354500414,0
0,0,0,0.47341537750395746,0
0,0,0,0.4664733832119512,0
0,0,0,0.6353092031045954,0
0,0,0,0.437260792757276,1
0,0,0,0.40093478920404424,0
0,0,0,0.4940994845427074,0
0,0,0,0.6700450174836491,0
1,0,0,0.35043427568668417,0
1,0,0,0.6257529499842326,0
0,0,0,0.5167749829395202,0
1,1,1,0.6911905279619545,0
1,1,0,0.724685310290277,0
0,1,0,0.4822747654842656,0
0,1,1,0.6136207669920379,0
0,1,0,0.7902314914773678,1
0,1,0,0.7453861733068758,0
0,0,0,0.644968658889903,0
0,1,0,0.7386055440849406,0
0,1,0,0.7501748965858687,1
0,0,0,0.7103425052644988,1
0,1,0,0.6011913004677012,0
1,1,0,0.5493112579763003,0
1,1,0,0.7702808762965418,0
0,1,0,0.7650523089429082,0
1,0,1,0.7654615251449107,0
0,1,0,0.6820414520060231,0
0,1,1,0.48341289308557633,0
1,1,0,0.5292825630429623,0
0,1,0,0.7394542056286804,0
0,1,0,0.8274481136623161,1
0,0,0,0.5653244575115132,0
0,0,0,0.0,1
0,0,0,0.0,0
0,1,1,0.7100379595461416,1
0,0,0,0.33375025649187073,1
0,0,1,0.35506847065551717,0
0,0,0,0.44680818461175853,0
1,0,0,0.7553497742119355,0
1,0,0,0.5277777777777778,0
1,0,0,0.6749888477938318,0
0,0,0,0.0,1
0,0,0,0.0,0
1,0,0,0.5762673858870716,1
0,1,1,0.37454679981588646,0
0,1,0,0.3987728786174899,0
1,1,1,0.4228749282057719,1
0,1,0,0.6772542834577397,1
0,1,1,0.6136363636363636,0
0,0,0,0.547314581163139,0
0,0,0,0.0,0
0,0,0,0.0,1
1,0,0,0.7247082558735404,0
0,1,0,0.46613668783636325,0
0,1,0,0.4395340952913736,0
1,1,0,0.5392271112539231,0
0,1,1,0.8208395743790329,0
0,1,0,0.7164041047298071,1
0,0,0,0.7345446496955892,1
0,0,0,0.0,1
0,0,0,0.0,0
1,0,0,0.6722862860292775,0
0,1,0,0.2446045664710933,0
0,1,0,0.4371920393908929,0
1,1,0,0.5982622113225158,0
0,1,0,0.7880326824043076,0
0,1,0,0.436680184469457,1
0,0,0,0.7412306995135295,1
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.7463454493973749,0
0,1,1,0.51018268972391,0
0,1,0,0.45607807202605655,0
0,1,1,0.5881854607790943,0
0,1,0,0.8258253885215598,0
0,1,1,0.6231105350553275,0
0,0,0,0.8403985464674466,0
0,0,0,0.0,0
0,0,0,0.0,0
1,0,0,0.7540250729335223,0
0,1,1,0.6068354953228257,0
0,1,0,0.5211362293859787,0
1,1,1,0.8026996099629347,0
0,1,0,0.8405180076892196,0
0,1,1,0.6401392472531862,0
0,0,0,0.8269707387670662,0
0,0,0,0.0,1
0,0,0,0.0,0
1,0,0,0.8845604433495445,0
0,1,1,0.45166757310500305,0
0,1,0,0.5899007255525991,0
1,1,1,0.7003169595401971,0
0,1,0,0.8650975449101832,0
0,1,1,0.7443696365492533,0
0,0,0,0.7549100066380829,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,1,0.6401621498393157,0
0,1,0,0.526690677802877,1
0,1,1,0.6744748652929816,0
0,1,0,0.6131527119872917,0
1,1,0,0.5606149875884159,0
1,1,0,0.748579383238969,0
1,0,0,0.2835896989711243,0
0,0,0,0.0,0
0,0,0,0.0,0
1,0,0,0.5337905474753537,0
0,1,1,0.5692862777577095,0
0,1,0,0.2322856670241059,0
1,1,1,0.5686039471514397,0
0,1,0,0.8173105667179128,0
0,1,1,0.5371793314341573,0
0,0,0,0.7527275524099284,0
0,0,0,0.0,0
0,0,0,0.0,0
1,1,0,0.8071571465458324,0
1,0,0,0.6821928034400793,0
0,1,1,0.5870270482734659,0
0,1,0,0.3681950877196811,0
0,0,0,0.7042327468272999,0
0,0,0,0.7491348457153444,1
1,1,0,0.3865725423083242,0
1,0,0,0.7215253091923752,1
0,1,0,0.7350863388643429,0
0,1,0,0.4011321571043962,0
0,1,0,0.4017879710702781,1
0,1,0,0.4566872030939286,0
0,0,0,0.40533584684216,0
0,0,1,0.3977580058409069,0
0,0,0,0.4112915668079521,0
0,1,1,0.7377596886389819,0
0,1,1,0.35777031573445406,0
0,1,0,0.377459013374485,0
0,1,0,0.744634221163889,0
